dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day_type,temp_category,cnt_log,hr,rush_hour
2011-03-16,Spring,0,3,0,3,1,2,0.32,,0.93,0.1343,10,144,154,Weekday,Mild,5.043425116919247,9.0,Rush Hour
2011-03-16,Spring,0,3,0,3,1,2,0.36,,0.81,0.1642,19,49,68,Weekday,Mild,4.23410650459726,10.0,Non-Rush Hour
2011-03-16,Spring,0,3,0,3,1,2,0.36,,0.81,0.1343,13,62,75,Weekday,Mild,4.330733340286331,11.0,Non-Rush Hour
2011-03-16,Spring,0,3,0,3,1,2,0.4,,0.71,0.1045,23,65,88,Weekday,Mild,4.48863636973214,12.0,Non-Rush Hour
2011-03-16,Spring,0,3,0,3,1,2,0.4,,0.76,0.1343,18,81,99,Weekday,Mild,4.605170185988092,13.0,Non-Rush Hour
2011-03-16,Spring,0,3,0,3,1,2,0.4,,0.76,0.2239,33,67,100,Weekday,Mild,4.61512051684126,14.0,Non-Rush Hour
2011-03-16,Spring,0,3,0,3,1,2,0.4,,0.76,0.2537,22,79,101,Weekday,Mild,4.624972813284271,15.0,Non-Rush Hour
2011-03-16,Spring,0,3,0,3,1,2,0.4,,0.76,0.1642,30,121,151,Weekday,Mild,5.0238805208462765,16.0,Rush Hour
2011-03-16,Spring,0,3,0,3,1,2,0.44,,0.54,0.2985,37,216,253,Weekday,Mild,5.537334267018537,17.0,Rush Hour
2011-03-16,Spring,0,3,0,3,1,2,0.44,,0.54,0.2239,26,211,237,Weekday,Mild,5.472270673671475,18.0,Rush Hour
2011-03-16,Spring,0,3,0,3,1,2,0.44,,0.51,0.3284,18,150,168,Weekday,Mild,5.1298987149230735,19.0,Rush Hour
2011-03-16,Spring,0,3,0,3,1,2,0.42,,0.54,0.2985,10,111,121,Weekday,Mild,4.804021044733257,20.0,Non-Rush Hour
2011-03-16,Spring,0,3,0,3,1,2,0.42,,0.58,0.2836,3,75,78,Weekday,Mild,4.3694478524670215,21.0,Non-Rush Hour
2011-03-16,Spring,0,3,0,3,1,2,0.4,,0.62,0.3881,11,48,59,Weekday,Mild,4.0943445622221,22.0,Non-Rush Hour
2011-03-16,Spring,0,3,0,3,1,1,0.4,,0.65,0.194,9,18,27,Weekday,Mild,3.332204510175204,23.0,Non-Rush Hour
2011-03-17,Spring,0,3,0,4,1,1,0.38,,0.66,0.2537,4,19,23,Weekday,Mild,3.1780538303479458,0.0,Non-Rush Hour
2011-03-17,Spring,0,3,0,4,1,1,0.36,,0.71,0.2239,1,11,12,Weekday,Mild,2.5649493574615367,1.0,Non-Rush Hour
2011-03-17,Spring,0,3,0,4,1,1,0.34,,0.71,0.2985,3,5,8,Weekday,Mild,2.19722457733622,2.0,Non-Rush Hour
2011-03-17,Spring,0,3,0,4,1,1,0.34,,0.66,0.1642,1,1,2,Weekday,Mild,1.0986122886681096,3.0,Non-Rush Hour
2011-03-17,Spring,0,3,0,4,1,1,0.34,,0.71,0.194,0,3,3,Weekday,Mild,1.3862943611198906,4.0,Non-Rush Hour
2011-03-17,Spring,0,3,0,4,1,1,0.32,,0.76,0.1045,0,13,13,Weekday,Mild,2.639057329615259,5.0,Non-Rush Hour
2011-03-17,Spring,0,3,0,4,1,1,0.32,,0.76,0.194,4,47,51,Weekday,Mild,3.951243718581428,6.0,Non-Rush Hour
2011-03-17,Spring,0,3,0,4,1,1,0.32,,0.76,0.1343,12,128,140,Weekday,Mild,4.948759890378168,7.0,Rush Hour
2011-03-17,Spring,0,3,0,4,1,1,0.36,,0.66,0.1343,17,282,299,Weekday,Mild,5.703782474656201,8.0,Rush Hour
2011-03-17,Spring,0,3,0,4,1,1,0.4,,0.62,0.2537,23,162,185,Weekday,Mild,5.225746673713202,9.0,Rush Hour
2011-03-17,Spring,0,3,0,4,1,1,0.44,,0.54,0.3284,9,69,78,Weekday,Mild,4.3694478524670215,10.0,Non-Rush Hour
2011-03-17,Spring,0,3,0,4,1,1,0.44,,0.54,0.2836,20,66,86,Weekday,Mild,4.465908118654584,11.0,Non-Rush Hour
2011-03-17,Spring,0,3,0,4,1,1,0.5,,0.45,0.2239,24,81,105,Weekday,Mild,4.663439094112067,12.0,Non-Rush Hour
2011-03-17,Spring,0,3,0,4,1,2,0.52,,0.42,0.0896,26,85,111,Weekday,Mild,4.718498871295094,13.0,Non-Rush Hour
2011-03-17,Spring,0,3,0,4,1,1,0.5,,0.45,0.1045,32,87,119,Weekday,Mild,4.787491742782046,14.0,Non-Rush Hour
2011-03-17,Spring,0,3,0,4,1,1,0.52,,0.42,0.2537,30,95,125,Weekday,Mild,4.836281906951478,15.0,Non-Rush Hour
2011-03-17,Spring,0,3,0,4,1,1,0.5,,0.48,0.2836,34,108,142,Weekday,Mild,4.962844630259907,16.0,Rush Hour
2011-03-17,Spring,0,3,0,4,1,1,0.5,,0.42,0.194,48,265,313,Weekday,Mild,5.749392985908253,17.0,Rush Hour
2011-03-17,Spring,0,3,0,4,1,2,0.46,,0.59,0.1642,50,260,310,Weekday,Mild,5.739792912179234,18.0,Rush Hour
2011-03-17,Spring,0,3,0,4,1,1,0.44,,0.58,0.194,18,189,207,Weekday,Mild,5.337538079701318,19.0,Rush Hour
2011-03-17,Spring,0,3,0,4,1,1,0.42,,0.67,0.2239,25,112,137,Weekday,Mild,4.927253685157205,20.0,Non-Rush Hour
2011-03-17,Spring,0,3,0,4,1,1,0.42,,0.62,0.2239,19,119,138,Weekday,Mild,4.934473933130692,21.0,Non-Rush Hour
2011-03-17,Spring,0,3,0,4,1,1,0.4,,0.66,0.2239,17,70,87,Weekday,Mild,4.477336814478207,22.0,Non-Rush Hour
2011-03-17,Spring,0,3,0,4,1,1,0.42,,0.62,0.2836,7,43,50,Weekday,Mild,3.9318256327243257,23.0,Non-Rush Hour
2011-03-18,Spring,0,3,0,5,1,1,0.42,,0.58,0.2836,5,24,29,Weekday,Mild,3.4011973816621555,0.0,Non-Rush Hour
2011-03-18,Spring,0,3,0,5,1,1,0.4,,0.62,0.2537,4,12,16,Weekday,Mild,2.833213344056216,1.0,Non-Rush Hour
2011-03-18,Spring,0,3,0,5,1,1,0.4,,0.62,0.194,5,9,14,Weekday,Mild,2.70805020110221,2.0,Non-Rush Hour
2011-03-18,Spring,0,3,0,5,1,1,0.36,,0.71,0.194,1,4,5,Weekday,Mild,1.791759469228055,3.0,Non-Rush Hour
2011-03-18,Spring,0,3,0,5,1,1,0.38,,0.66,0.1642,2,8,10,Weekday,Mild,2.3978952727983707,5.0,Non-Rush Hour
2011-03-18,Spring,0,3,0,5,1,1,0.4,,0.66,0.194,1,35,36,Weekday,Mild,3.610917912644224,6.0,Non-Rush Hour
2011-03-18,Spring,0,3,0,5,1,1,0.4,,0.66,0.194,11,112,123,Weekday,Mild,4.820281565605037,7.0,Rush Hour
2011-03-18,Spring,0,3,0,5,1,1,0.42,,0.67,0.2537,24,256,280,Weekday,Mild,5.638354669333745,8.0,Rush Hour
2011-03-18,Spring,0,3,0,5,1,1,0.46,,0.63,0.2239,18,192,210,Weekday,Mild,5.351858133476067,9.0,Rush Hour
2011-03-18,Spring,0,3,0,5,1,1,0.52,,0.53,0.2836,43,74,117,Weekday,Mild,4.770684624465665,10.0,Non-Rush Hour
2011-03-18,Spring,0,3,0,5,1,1,0.54,,0.52,0.2836,55,104,159,Weekday,Mild,5.075173815233827,11.0,Non-Rush Hour
2011-03-18,Spring,0,3,0,5,1,2,0.56,,0.49,0.3582,72,123,195,Weekday,Mild,5.278114659230518,12.0,Non-Rush Hour
2011-03-18,Spring,0,3,0,5,1,1,0.64,,0.41,0.2836,57,118,175,Weekday,Warm,5.170483995038151,13.0,Non-Rush Hour
2011-03-18,Spring,0,3,0,5,1,1,0.66,,0.39,0.2537,71,103,174,Weekday,Warm,5.1647859739235145,14.0,Non-Rush Hour
2011-03-18,Spring,0,3,0,5,1,2,0.68,,0.39,0.3582,62,111,173,Weekday,Warm,5.159055299214529,15.0,Non-Rush Hour
2011-03-18,Spring,0,3,0,5,1,1,0.68,,0.39,0.2836,67,137,204,Weekday,Warm,5.3230099791384085,16.0,Rush Hour
2011-03-18,Spring,0,3,0,5,1,1,0.7,,0.37,0.3284,95,237,332,Weekday,Warm,5.808142489980444,17.0,Rush Hour
2011-03-18,Spring,0,3,0,5,1,1,0.68,,0.39,0.1642,84,247,331,Weekday,Warm,5.805134968916488,18.0,Rush Hour
2011-03-18,Spring,0,3,0,5,1,1,0.66,,0.44,0.1343,58,132,190,Weekday,Warm,5.25227342804663,19.0,Rush Hour
2011-03-18,Spring,0,3,0,5,1,1,0.62,,0.46,0.1343,46,103,149,Weekday,Warm,5.010635294096256,20.0,Non-Rush Hour
2011-03-18,Spring,0,3,0,5,1,1,0.62,,0.46,0.1045,22,91,113,Weekday,Warm,4.736198448394496,21.0,Non-Rush Hour
2011-03-18,Spring,0,3,0,5,1,1,0.62,,0.5,0.1642,55,63,118,Weekday,Warm,4.77912349311153,22.0,Non-Rush Hour
2011-03-18,Spring,0,3,0,5,1,2,0.6,,0.53,0.2239,26,60,86,Weekday,Mild,4.465908118654584,23.0,Non-Rush Hour
2011-03-19,Spring,0,3,0,6,0,2,0.6,,0.53,0.2537,26,50,76,Weekend,Mild,4.343805421853684,0.0,Non-Rush Hour
2011-03-19,Spring,0,3,0,6,0,2,0.58,,0.46,0.3582,16,35,51,Weekend,Mild,3.951243718581428,1.0,Non-Rush Hour
2011-03-19,Spring,0,3,0,6,0,2,0.56,,0.43,0.2239,5,20,25,Weekend,Mild,3.258096538021482,2.0,Non-Rush Hour
2011-03-19,Spring,0,3,0,6,0,2,0.54,,0.39,0.3284,1,7,8,Weekend,Mild,2.19722457733622,3.0,Non-Rush Hour
2011-03-19,Spring,0,3,0,6,0,1,0.52,,0.34,0.4179,1,2,3,Weekend,Mild,1.3862943611198906,4.0,Non-Rush Hour
2011-03-19,Spring,0,3,0,6,0,1,0.52,,0.34,0.4179,0,2,2,Weekend,Mild,1.0986122886681096,5.0,Non-Rush Hour
2011-03-19,Spring,0,3,0,6,0,1,0.44,,0.44,0.4179,0,10,10,Weekend,Mild,2.3978952727983707,6.0,Non-Rush Hour
2011-03-19,Spring,0,3,0,6,0,1,0.4,,0.5,0.3284,4,9,13,Weekend,Mild,2.639057329615259,7.0,Rush Hour
2011-03-19,Spring,0,3,0,6,0,1,0.42,,0.47,0.4925,11,37,48,Weekend,Mild,3.8918202981106265,8.0,Rush Hour
2011-03-19,Spring,0,3,0,6,0,1,0.42,,0.44,0.4627,35,41,76,Weekend,Mild,4.343805421853684,9.0,Rush Hour
2011-03-19,Spring,0,3,0,6,0,1,0.44,,0.38,0.4179,55,85,140,Weekend,Mild,4.948759890378168,10.0,Non-Rush Hour
2011-03-19,Spring,0,3,0,6,0,1,0.46,,0.36,0.4478,90,106,196,Weekend,Mild,5.2832037287379885,11.0,Non-Rush Hour
2011-03-19,Spring,0,3,0,6,0,1,0.46,,0.33,0.4179,126,141,267,Weekend,Mild,5.5909869805108565,12.0,Non-Rush Hour
2011-03-19,Spring,0,3,0,6,0,1,0.5,,0.34,0.4627,174,127,301,Weekend,Mild,5.71042701737487,13.0,Non-Rush Hour
2011-03-19,Spring,0,3,0,6,0,1,0.5,,0.31,0.4925,168,144,312,Weekend,Mild,5.746203190540153,14.0,Non-Rush Hour
2011-03-19,Spring,0,3,0,6,0,1,0.5,,0.29,0.4179,170,143,313,Weekend,Mild,5.749392985908253,15.0,Non-Rush Hour
2011-03-19,Spring,0,3,0,6,0,1,0.5,,0.31,0.3881,175,129,304,Weekend,Mild,5.720311776607412,16.0,Rush Hour
2011-03-19,Spring,0,3,0,6,0,1,0.48,,0.31,0.3284,138,140,278,Weekend,Mild,5.631211781821365,17.0,Rush Hour
2011-03-19,Spring,0,3,0,6,0,1,0.46,,0.31,0.3284,92,125,217,Weekend,Mild,5.384495062789089,18.0,Rush Hour
2011-03-19,Spring,0,3,0,6,0,1,0.44,,0.33,0.2836,38,116,154,Weekend,Mild,5.043425116919247,19.0,Rush Hour
2011-03-19,Spring,0,3,0,6,0,1,0.42,,0.35,0.2239,39,69,108,Weekend,Mild,4.691347882229144,20.0,Non-Rush Hour
2011-03-19,Spring,0,3,0,6,0,1,0.4,,0.37,0.2985,20,73,93,Weekend,Mild,4.543294782270004,21.0,Non-Rush Hour
2011-03-19,Spring,0,3,0,6,0,1,0.4,,0.37,0.3284,27,45,72,Weekend,Mild,4.290459441148391,22.0,Non-Rush Hour
2011-03-19,Spring,0,3,0,6,0,1,0.38,,0.4,0.2985,13,37,50,Weekend,Mild,3.9318256327243257,23.0,Non-Rush Hour
2011-03-20,Spring,0,3,0,0,0,1,0.34,,0.49,0.4179,7,33,40,Weekend,Mild,3.713572066704308,0.0,Non-Rush Hour
2011-03-20,Spring,0,3,0,0,0,1,0.32,,0.53,0.3582,2,22,24,Weekend,Mild,3.218875824868201,1.0,Non-Rush Hour
2011-03-20,Spring,0,3,0,0,0,1,0.3,,0.52,0.2836,6,24,30,Weekend,Cold,3.4339872044851463,2.0,Non-Rush Hour
2011-03-20,Spring,0,3,0,0,0,1,0.28,,0.56,0.2537,1,11,12,Weekend,Cold,2.5649493574615367,3.0,Non-Rush Hour
2011-03-20,Spring,0,3,0,0,0,1,0.26,,0.56,0.2239,2,1,3,Weekend,Cold,1.3862943611198906,4.0,Non-Rush Hour
2011-03-20,Spring,0,3,0,0,0,1,0.26,,0.6,0.194,3,6,9,Weekend,Cold,2.302585092994046,5.0,Non-Rush Hour
2011-03-20,Spring,0,3,0,0,0,1,0.26,,0.6,0.2239,1,3,4,Weekend,Cold,1.6094379124341005,6.0,Non-Rush Hour
2011-03-20,Spring,0,3,0,0,0,1,0.24,,0.6,0.2239,5,9,14,Weekend,Cold,2.70805020110221,7.0,Rush Hour
2011-03-20,Spring,0,3,0,0,0,1,0.28,,0.56,0.1642,7,30,37,Weekend,Cold,3.6375861597263857,8.0,Rush Hour
2011-03-20,Spring,0,3,0,0,0,1,0.3,,0.52,0.1343,35,43,78,Weekend,Cold,4.3694478524670215,9.0,Rush Hour
2011-03-20,Spring,0,3,0,0,0,2,0.32,,0.45,0.194,55,81,136,Weekend,Mild,4.919980925828125,10.0,Non-Rush Hour
2011-03-20,Spring,0,3,0,0,0,1,0.34,,0.39,0.1045,92,111,203,Weekend,Mild,5.318119993844216,11.0,Non-Rush Hour
2011-03-20,Spring,0,3,0,0,0,1,0.36,,0.4,0.1045,120,108,228,Weekend,Mild,5.43372200355424,12.0,Non-Rush Hour
2011-03-20,Spring,0,3,0,0,0,1,0.38,,0.34,0.194,88,115,203,Weekend,Mild,5.318119993844216,13.0,Non-Rush Hour
2011-03-20,Spring,0,3,0,0,0,1,0.4,,0.3,0.194,145,134,279,Weekend,Mild,5.634789603169249,14.0,Non-Rush Hour
2011-03-20,Spring,0,3,0,0,0,1,0.4,,0.32,0.0896,172,136,308,Weekend,Mild,5.733341276897746,15.0,Non-Rush Hour
2011-03-20,Spring,0,3,0,0,0,1,0.42,,0.32,0.194,92,132,224,Weekend,Mild,5.41610040220442,16.0,Rush Hour
2011-03-20,Spring,0,3,0,0,0,1,0.4,,0.35,0.2836,83,143,226,Weekend,Mild,5.424950017481403,17.0,Rush Hour
2011-03-20,Spring,0,3,0,0,0,1,0.38,,0.4,0.3582,58,98,156,Weekend,Mild,5.056245805348308,18.0,Rush Hour
2011-03-20,Spring,0,3,0,0,0,1,0.36,,0.43,0.2836,21,58,79,Weekend,Mild,4.382026634673881,19.0,Rush Hour
2011-03-20,Spring,0,3,0,0,0,1,0.36,,0.46,0.2836,21,46,67,Weekend,Mild,4.219507705176107,20.0,Non-Rush Hour
2011-03-20,Spring,0,3,0,0,0,2,0.34,,0.53,0.2836,10,39,49,Weekend,Mild,3.912023005428146,21.0,Non-Rush Hour
2011-03-20,Spring,0,3,0,0,0,2,0.34,,0.53,0.3284,8,30,38,Weekend,Mild,3.6635616461296463,22.0,Non-Rush Hour
2011-03-20,Spring,0,3,0,0,0,3,0.34,,0.61,0.3881,13,11,24,Weekend,Mild,3.218875824868201,23.0,Non-Rush Hour
2011-03-21,Summer,0,3,0,1,1,3,0.34,,0.66,0.3881,2,11,13,Weekday,Mild,2.639057329615259,0.0,Non-Rush Hour
2011-03-21,Summer,0,3,0,1,1,2,0.34,,0.71,0.3881,1,6,7,Weekday,Mild,2.079441541679836,1.0,Non-Rush Hour
2011-03-21,Summer,0,3,0,1,1,2,0.34,,0.71,0.3284,1,5,6,Weekday,Mild,1.9459101490553128,2.0,Non-Rush Hour
2011-03-21,Summer,0,3,0,1,1,2,0.34,,0.71,0.3284,0,1,1,Weekday,Mild,0.6931471805599453,3.0,Non-Rush Hour
2011-03-21,Summer,0,3,0,1,1,1,0.32,,0.81,0.2985,1,1,2,Weekday,Mild,1.0986122886681096,5.0,Non-Rush Hour
2011-03-21,Summer,0,3,0,1,1,3,0.32,,0.76,0.2537,2,30,32,Weekday,Mild,3.49650756146648,6.0,Non-Rush Hour
2011-03-21,Summer,0,3,0,1,1,3,0.3,,0.87,0.4179,3,15,18,Weekday,Cold,2.9444389791664403,7.0,Rush Hour
2011-03-21,Summer,0,3,0,1,1,2,0.3,,0.87,0.4179,3,95,98,Weekday,Cold,4.59511985013459,8.0,Rush Hour
2011-03-21,Summer,0,3,0,1,1,2,0.34,,0.81,0.3284,12,115,127,Weekday,Mild,4.852030263919617,9.0,Rush Hour
2011-03-21,Summer,0,3,0,1,1,2,0.38,,0.76,0.3881,17,45,62,Weekday,Mild,4.143134726391533,10.0,Non-Rush Hour
2011-03-21,Summer,0,3,0,1,1,2,0.42,,0.71,0.2985,32,47,79,Weekday,Mild,4.382026634673881,11.0,Non-Rush Hour
2011-03-21,Summer,0,3,0,1,1,2,0.44,,0.77,0.2537,25,56,81,Weekday,Mild,4.406719247264253,12.0,Non-Rush Hour
2011-03-21,Summer,0,3,0,1,1,2,0.5,,0.63,0.2239,35,77,112,Weekday,Mild,4.727387818712341,13.0,Non-Rush Hour
2011-03-21,Summer,0,3,0,1,1,2,0.54,,0.64,0.2239,36,65,101,Weekday,Mild,4.624972813284271,14.0,Non-Rush Hour
2011-03-21,Summer,0,3,0,1,1,2,0.56,,0.6,0.2239,41,66,107,Weekday,Mild,4.68213122712422,15.0,Non-Rush Hour
2011-03-21,Summer,0,3,0,1,1,2,0.54,,0.64,0.2836,29,112,141,Weekday,Mild,4.955827057601261,16.0,Rush Hour
2011-03-21,Summer,0,3,0,1,1,2,0.54,,0.64,0.2537,41,231,272,Weekday,Mild,5.60947179518496,17.0,Rush Hour
2011-03-21,Summer,0,3,0,1,1,2,0.52,,0.72,0.2239,44,232,276,Weekday,Mild,5.6240175061873385,18.0,Rush Hour
2011-03-21,Summer,0,3,0,1,1,1,0.58,,0.6,0.4179,22,199,221,Weekday,Mild,5.402677381872279,19.0,Rush Hour
2011-03-21,Summer,0,3,0,1,1,1,0.56,,0.64,0.194,16,106,122,Weekday,Mild,4.812184355372417,20.0,Non-Rush Hour
2011-03-21,Summer,0,3,0,1,1,1,0.46,,0.94,0.194,12,79,91,Weekday,Mild,4.5217885770490405,21.0,Non-Rush Hour
2011-03-21,Summer,0,3,0,1,1,1,0.46,,0.88,0.2239,18,60,78,Weekday,Mild,4.3694478524670215,22.0,Non-Rush Hour
2011-03-21,Summer,0,3,0,1,1,1,0.46,,0.88,0.0896,8,22,30,Weekday,Mild,3.4339872044851463,23.0,Non-Rush Hour
2011-03-22,Summer,0,3,0,2,1,1,0.46,,0.88,0.194,4,7,11,Weekday,Mild,2.4849066497880004,0.0,Non-Rush Hour
2011-03-22,Summer,0,3,0,2,1,1,0.42,,1.0,0.1343,6,13,19,Weekday,Mild,2.995732273553991,1.0,Non-Rush Hour
2011-03-22,Summer,0,3,0,2,1,1,0.44,,0.94,0.0896,0,1,1,Weekday,Mild,0.6931471805599453,2.0,Non-Rush Hour
2011-03-22,Summer,0,3,0,2,1,1,0.44,,0.82,0.2239,3,2,5,Weekday,Mild,1.791759469228055,3.0,Non-Rush Hour
2011-03-22,Summer,0,3,0,2,1,2,0.42,,0.82,0.1642,0,1,1,Weekday,Mild,0.6931471805599453,4.0,Non-Rush Hour
2011-03-22,Summer,0,3,0,2,1,2,0.4,,0.87,0.1343,1,11,12,Weekday,Mild,2.5649493574615367,5.0,Non-Rush Hour
2011-03-22,Summer,0,3,0,2,1,1,0.4,,0.87,0.2537,2,58,60,Weekday,Mild,4.110873864173311,6.0,Non-Rush Hour
2011-03-22,Summer,0,3,0,2,1,2,0.4,,0.76,0.1045,4,132,136,Weekday,Mild,4.919980925828125,7.0,Rush Hour
2011-03-22,Summer,0,3,0,2,1,2,0.4,,0.58,0.2985,24,312,336,Weekday,Mild,5.820082930352362,8.0,Rush Hour
2011-03-22,Summer,0,3,0,2,1,2,0.4,,0.58,0.4627,19,159,178,Weekday,Mild,5.187385805840755,9.0,Rush Hour
2011-03-22,Summer,0,3,0,2,1,2,0.44,,0.54,0.2985,29,95,124,Weekday,Mild,4.8283137373023015,10.0,Non-Rush Hour
2011-03-22,Summer,0,3,0,2,1,1,0.44,,0.51,0.3284,22,64,86,Weekday,Mild,4.465908118654584,11.0,Non-Rush Hour
2011-03-22,Summer,0,3,0,2,1,1,0.46,,0.47,0.2537,35,86,121,Weekday,Mild,4.804021044733257,12.0,Non-Rush Hour
2011-03-22,Summer,0,3,0,2,1,1,0.5,,0.45,0.2239,21,85,106,Weekday,Mild,4.672828834461906,13.0,Non-Rush Hour
2011-03-22,Summer,0,3,0,2,1,1,0.5,,0.42,0.3284,30,71,101,Weekday,Mild,4.624972813284271,14.0,Non-Rush Hour
2011-03-22,Summer,0,3,0,2,1,1,0.5,,0.42,0.2239,55,79,134,Weekday,Mild,4.90527477843843,15.0,Non-Rush Hour
2011-03-22,Summer,0,3,0,2,1,1,0.5,,0.42,0.1045,40,125,165,Weekday,Mild,5.111987788356544,16.0,Rush Hour
2011-03-22,Summer,0,3,0,2,1,1,0.5,,0.42,0.1045,42,265,307,Weekday,Mild,5.730099782973575,17.0,Rush Hour
2011-03-22,Summer,0,3,0,2,1,1,0.48,,0.44,0.0896,41,271,312,Weekday,Mild,5.746203190540153,18.0,Rush Hour
2011-03-22,Summer,0,3,0,2,1,2,0.44,,0.54,0.2537,22,142,164,Weekday,Mild,5.10594547390058,19.0,Rush Hour
2011-03-22,Summer,0,3,0,2,1,2,0.44,,0.54,0.3582,19,116,135,Weekday,Mild,4.912654885736052,20.0,Non-Rush Hour
2011-03-22,Summer,0,3,0,2,1,2,0.42,,0.54,0.2836,24,63,87,Weekday,Mild,4.477336814478207,21.0,Non-Rush Hour
2011-03-22,Summer,0,3,0,2,1,2,0.4,,0.58,0.2537,13,57,70,Weekday,Mild,4.262679877041316,22.0,Non-Rush Hour
2011-03-22,Summer,0,3,0,2,1,2,0.4,,0.58,0.2537,4,28,32,Weekday,Mild,3.49650756146648,23.0,Non-Rush Hour
2011-03-23,Summer,0,3,0,3,1,3,0.36,,0.71,0.2239,3,8,11,Weekday,Mild,2.4849066497880004,0.0,Non-Rush Hour
2011-03-23,Summer,0,3,0,3,1,3,0.34,,0.76,0.2239,0,7,7,Weekday,Mild,2.079441541679836,1.0,Non-Rush Hour
2011-03-23,Summer,0,3,0,3,1,3,0.34,,0.76,0.2239,1,1,2,Weekday,Mild,1.0986122886681096,2.0,Non-Rush Hour
2011-03-23,Summer,0,3,0,3,1,2,0.34,,0.76,0.2537,0,3,3,Weekday,Mild,1.3862943611198906,3.0,Non-Rush Hour
2011-03-23,Summer,0,3,0,3,1,3,0.32,,0.87,0.194,0,10,10,Weekday,Mild,2.3978952727983707,5.0,Non-Rush Hour
2011-03-23,Summer,0,3,0,3,1,2,0.34,,0.87,0.2537,1,43,44,Weekday,Mild,3.80666248977032,6.0,Non-Rush Hour
2011-03-23,Summer,0,3,0,3,1,2,0.32,,0.93,0.2239,7,111,118,Weekday,Mild,4.77912349311153,7.0,Rush Hour
2011-03-23,Summer,0,3,0,3,1,2,0.32,,0.87,0.194,14,247,261,Weekday,Mild,5.568344503761097,8.0,Rush Hour
2011-03-23,Summer,0,3,0,3,1,2,0.32,,0.81,0.2537,8,174,182,Weekday,Mild,5.209486152841421,9.0,Rush Hour
2011-03-23,Summer,0,3,0,3,1,2,0.34,,0.81,0.2836,15,60,75,Weekday,Mild,4.330733340286331,10.0,Non-Rush Hour
2011-03-23,Summer,0,3,0,3,1,2,0.34,,0.87,0.194,18,53,71,Weekday,Mild,4.276666119016055,11.0,Non-Rush Hour
2011-03-23,Summer,0,3,0,3,1,2,0.34,,0.87,0.2239,14,73,87,Weekday,Mild,4.477336814478207,12.0,Non-Rush Hour
2011-03-23,Summer,0,3,0,3,1,3,0.34,,0.87,0.1343,14,94,108,Weekday,Mild,4.691347882229144,13.0,Non-Rush Hour
2011-03-23,Summer,0,3,0,3,1,2,0.36,,0.87,0.1045,13,71,84,Weekday,Mild,4.442651256490317,14.0,Non-Rush Hour
2011-03-23,Summer,0,3,0,3,1,2,0.38,,0.82,0.2239,11,74,85,Weekday,Mild,4.454347296253507,15.0,Non-Rush Hour
2011-03-23,Summer,0,3,0,3,1,2,0.4,,0.76,0.2239,13,123,136,Weekday,Mild,4.919980925828125,16.0,Rush Hour
2011-03-23,Summer,0,3,0,3,1,2,0.4,,0.76,0.2239,28,245,273,Weekday,Mild,5.613128106388071,17.0,Rush Hour
2011-03-23,Summer,0,3,0,3,1,3,0.38,,0.82,0.2537,20,218,238,Weekday,Mild,5.476463551931511,18.0,Rush Hour
2011-03-23,Summer,0,3,0,3,1,3,0.38,,0.82,0.2537,12,147,159,Weekday,Mild,5.075173815233827,19.0,Rush Hour
2011-03-23,Summer,0,3,0,3,1,3,0.36,,0.87,0.6418,3,72,75,Weekday,Mild,4.330733340286331,20.0,Non-Rush Hour
2011-03-23,Summer,0,3,0,3,1,3,0.32,,1.0,0.4179,0,22,22,Weekday,Mild,3.1354942159291497,21.0,Non-Rush Hour
2011-03-23,Summer,0,3,0,3,1,2,0.32,,0.93,0.1642,6,38,44,Weekday,Mild,3.80666248977032,22.0,Non-Rush Hour
2011-03-23,Summer,0,3,0,3,1,3,0.32,,0.9,0.194,2,24,26,Weekday,Mild,3.295836866004329,23.0,Non-Rush Hour
2011-03-24,Summer,0,3,0,4,1,2,0.32,,0.93,0.2239,0,11,11,Weekday,Mild,2.4849066497880004,0.0,Non-Rush Hour
2011-03-24,Summer,0,3,0,4,1,2,0.3,,1.0,0.2239,0,3,3,Weekday,Cold,1.3862943611198906,1.0,Non-Rush Hour
2011-03-24,Summer,0,3,0,4,1,2,0.3,,1.0,0.2537,0,6,6,Weekday,Cold,1.9459101490553128,2.0,Non-Rush Hour
2011-03-24,Summer,0,3,0,4,1,2,0.28,,1.0,0.194,1,0,1,Weekday,Cold,0.6931471805599453,3.0,Non-Rush Hour
2011-03-24,Summer,0,3,0,4,1,2,0.28,,1.0,0.194,0,1,1,Weekday,Cold,0.6931471805599453,4.0,Non-Rush Hour
2011-03-24,Summer,0,3,0,4,1,2,0.28,,0.93,0.2239,1,8,9,Weekday,Cold,2.302585092994046,5.0,Non-Rush Hour
2011-03-24,Summer,0,3,0,4,1,2,0.28,,0.93,0.2239,0,41,41,Weekday,Cold,3.737669618283368,6.0,Non-Rush Hour
2011-03-24,Summer,0,3,0,4,1,3,0.26,,1.0,0.2239,2,106,108,Weekday,Cold,4.691347882229144,7.0,Rush Hour
2011-03-24,Summer,0,3,0,4,1,3,0.26,,1.0,0.2985,4,120,124,Weekday,Cold,4.8283137373023015,8.0,Rush Hour
2011-03-24,Summer,0,3,0,4,1,2,0.26,,0.93,0.2239,3,94,97,Weekday,Cold,4.584967478670572,9.0,Rush Hour
