instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,rush_hour,day_type,temp_category,cnt_log
1285,2011-02-26,Spring,0,2,16,0,6,0,1,0.36,0.46,0.2836,41,130,171,Rush Hour,Weekend,Mild,5.147494476813453
1286,2011-02-26,Spring,0,2,17,0,6,0,1,0.36,0.43,0.2239,53,130,183,Rush Hour,Weekend,Mild,5.214935757608986
1287,2011-02-26,Spring,0,2,18,0,6,0,1,0.34,0.46,0.194,26,111,137,Rush Hour,Weekend,Mild,4.927253685157205
1288,2011-02-26,Spring,0,2,19,0,6,0,1,0.32,0.49,0.2537,30,64,94,Rush Hour,Weekend,Mild,4.553876891600541
1289,2011-02-26,Spring,0,2,20,0,6,0,1,0.3,0.56,0.1642,8,60,68,Non-Rush Hour,Weekend,Cold,4.23410650459726
1290,2011-02-26,Spring,0,2,21,0,6,0,1,0.28,0.65,0.2537,9,59,68,Non-Rush Hour,Weekend,Cold,4.23410650459726
1291,2011-02-26,Spring,0,2,22,0,6,0,1,0.28,0.75,0.2239,8,38,46,Non-Rush Hour,Weekend,Cold,3.8501476017100584
1292,2011-02-26,Spring,0,2,23,0,6,0,1,0.28,0.75,0.2836,5,29,34,Non-Rush Hour,Weekend,Cold,3.5553480614894135
1293,2011-02-27,Spring,0,2,0,0,0,0,1,0.26,0.87,0.2836,8,26,34,Non-Rush Hour,Weekend,Cold,3.5553480614894135
1294,2011-02-27,Spring,0,2,1,0,0,0,1,0.26,0.87,0.194,7,30,37,Non-Rush Hour,Weekend,Cold,3.6375861597263857
1295,2011-02-27,Spring,0,2,2,0,0,0,1,0.26,0.87,0.1343,2,20,22,Non-Rush Hour,Weekend,Cold,3.1354942159291497
1296,2011-02-27,Spring,0,2,3,0,0,0,1,0.26,0.87,0.0896,3,8,11,Non-Rush Hour,Weekend,Cold,2.4849066497880004
1297,2011-02-27,Spring,0,2,4,0,0,0,1,0.24,0.87,0.1343,0,2,2,Non-Rush Hour,Weekend,Cold,1.0986122886681096
1298,2011-02-27,Spring,0,2,6,0,0,0,1,0.24,0.87,0.194,2,1,3,Non-Rush Hour,Weekend,Cold,1.3862943611198906
1299,2011-02-27,Spring,0,2,7,0,0,0,1,0.24,0.87,0.1343,6,8,14,Rush Hour,Weekend,Cold,2.70805020110221
1300,2011-02-27,Spring,0,2,8,0,0,0,1,0.26,0.87,0.194,9,26,35,Rush Hour,Weekend,Cold,3.58351893845611
1301,2011-02-27,Spring,0,2,9,0,0,0,1,0.28,0.87,0.0896,17,42,59,Rush Hour,Weekend,Cold,4.0943445622221
1302,2011-02-27,Spring,0,2,10,0,0,0,1,0.3,0.81,0.1642,24,79,103,Non-Rush Hour,Weekend,Cold,4.6443908991413725
1303,2011-02-27,Spring,0,2,11,0,0,0,1,0.36,0.62,0.1343,33,92,125,Non-Rush Hour,Weekend,Mild,4.836281906951478
1304,2011-02-27,Spring,0,2,12,0,0,0,1,0.4,0.54,0.0896,61,132,193,Non-Rush Hour,Weekend,Mild,5.267858159063328
1305,2011-02-27,Spring,0,2,13,0,0,0,1,0.42,0.47,0.194,90,169,259,Non-Rush Hour,Weekend,Mild,5.560681631015528
1306,2011-02-27,Spring,0,2,14,0,0,0,1,0.44,0.47,0.0896,105,177,282,Non-Rush Hour,Weekend,Mild,5.645446897643238
1307,2011-02-27,Spring,0,2,15,0,0,0,1,0.46,0.44,0.1343,98,163,261,Non-Rush Hour,Weekend,Mild,5.568344503761097
1308,2011-02-27,Spring,0,2,16,0,0,0,1,0.48,0.44,0.1642,98,170,268,Rush Hour,Weekend,Mild,5.594711379601839
1309,2011-02-27,Spring,0,2,17,0,0,0,1,0.42,0.54,0.194,66,121,187,Rush Hour,Weekend,Mild,5.236441962829949
1310,2011-02-27,Spring,0,2,18,0,0,0,1,0.4,0.54,0.194,24,103,127,Rush Hour,Weekend,Mild,4.852030263919617
1311,2011-02-27,Spring,0,2,19,0,0,0,1,0.4,0.54,0.1343,16,86,102,Rush Hour,Weekend,Mild,4.634728988229636
1312,2011-02-27,Spring,0,2,20,0,0,0,1,0.4,0.54,0.0896,9,72,81,Non-Rush Hour,Weekend,Mild,4.406719247264253
1313,2011-02-27,Spring,0,2,21,0,0,0,1,0.38,0.62,0.1642,8,61,69,Non-Rush Hour,Weekend,Mild,4.248495242049359
1314,2011-02-27,Spring,0,2,22,0,0,0,2,0.38,0.62,0.1045,2,67,69,Non-Rush Hour,Weekend,Mild,4.248495242049359
1315,2011-02-27,Spring,0,2,23,0,0,0,2,0.36,0.62,0.1642,6,53,59,Non-Rush Hour,Weekend,Mild,4.0943445622221
1316,2011-02-28,Spring,0,2,0,0,1,1,2,0.36,0.66,0.1045,5,25,30,Non-Rush Hour,Weekday,Mild,3.4339872044851463
1317,2011-02-28,Spring,0,2,1,0,1,1,3,0.34,0.87,0.3582,1,7,8,Non-Rush Hour,Weekday,Mild,2.1972245773362196
1318,2011-02-28,Spring,0,2,3,0,1,1,3,0.32,0.93,0.1642,0,1,1,Non-Rush Hour,Weekday,Mild,0.6931471805599453
1319,2011-02-28,Spring,0,2,5,0,1,1,2,0.34,0.93,0.194,1,4,5,Non-Rush Hour,Weekday,Mild,1.791759469228055
1320,2011-02-28,Spring,0,2,6,0,1,1,2,0.34,0.96,0.1045,1,27,28,Non-Rush Hour,Weekday,Mild,3.367295829986474
1321,2011-02-28,Spring,0,2,7,0,1,1,2,0.36,0.93,0.1045,2,90,92,Rush Hour,Weekday,Mild,4.532599493153256
1322,2011-02-28,Spring,0,2,8,0,1,1,2,0.34,0.93,0.2985,13,242,255,Rush Hour,Weekday,Mild,5.545177444479562
1323,2011-02-28,Spring,0,2,9,0,1,1,1,0.42,0.82,0.2836,15,127,142,Rush Hour,Weekday,Mild,4.962844630259907
1324,2011-02-28,Spring,0,2,10,0,1,1,2,0.52,0.72,0.4925,13,79,92,Non-Rush Hour,Weekday,Mild,4.532599493153256
1325,2011-02-28,Spring,0,2,11,0,1,1,2,0.56,0.64,0.2985,13,74,87,Non-Rush Hour,Weekday,Mild,4.477336814478207
1326,2011-02-28,Spring,0,2,12,0,1,1,2,0.56,0.64,0.2985,0,36,36,Non-Rush Hour,Weekday,Mild,3.6109179126442243
1327,2011-02-28,Spring,0,2,13,0,1,1,3,0.46,0.94,0.2239,1,31,32,Non-Rush Hour,Weekday,Mild,3.4965075614664802
1328,2011-02-28,Spring,0,2,14,0,1,1,3,0.42,1.0,0.2985,1,24,25,Non-Rush Hour,Weekday,Mild,3.258096538021482
1329,2011-02-28,Spring,0,2,15,0,1,1,3,0.42,1.0,0.2985,0,35,35,Non-Rush Hour,Weekday,Mild,3.58351893845611
1330,2011-02-28,Spring,0,2,16,0,1,1,3,0.42,1.0,0.1343,2,40,42,Rush Hour,Weekday,Mild,3.7612001156935624
1331,2011-02-28,Spring,0,2,17,0,1,1,3,0.4,1.0,0.2985,2,77,79,Rush Hour,Weekday,Mild,4.382026634673881
1332,2011-02-28,Spring,0,2,18,0,1,1,3,0.46,0.94,0.194,4,127,131,Rush Hour,Weekday,Mild,4.882801922586371
1333,2011-02-28,Spring,0,2,19,0,1,1,3,0.44,0.88,0.6119,1,79,80,Rush Hour,Weekday,Mild,4.394449154672439
1334,2011-02-28,Spring,0,2,20,0,1,1,3,0.44,0.88,0.6119,0,45,45,Non-Rush Hour,Weekday,Mild,3.828641396489095
1335,2011-02-28,Spring,0,2,21,0,1,1,2,0.38,0.87,0.3881,2,78,80,Non-Rush Hour,Weekday,Mild,4.394449154672439
1336,2011-02-28,Spring,0,2,22,0,1,1,3,0.34,0.93,0.4179,4,72,76,Non-Rush Hour,Weekday,Mild,4.343805421853684
1337,2011-02-28,Spring,0,2,23,0,1,1,2,0.32,0.81,0.3881,0,45,45,Non-Rush Hour,Weekday,Mild,3.828641396489095
1338,2011-03-01,Spring,0,3,0,0,2,1,1,0.3,0.7,0.4627,0,7,7,Non-Rush Hour,Weekday,Cold,2.0794415416798357
1339,2011-03-01,Spring,0,3,1,0,2,1,1,0.26,0.7,0.3582,0,3,3,Non-Rush Hour,Weekday,Cold,1.3862943611198906
1340,2011-03-01,Spring,0,3,2,0,2,1,1,0.24,0.65,0.3881,0,4,4,Non-Rush Hour,Weekday,Cold,1.6094379124341003
1341,2011-03-01,Spring,0,3,3,0,2,1,1,0.22,0.69,0.2836,0,2,2,Non-Rush Hour,Weekday,Cold,1.0986122886681096
1342,2011-03-01,Spring,0,3,4,0,2,1,1,0.22,0.69,0.2537,0,1,1,Non-Rush Hour,Weekday,Cold,0.6931471805599453
1343,2011-03-01,Spring,0,3,5,0,2,1,1,0.2,0.64,0.2836,1,1,2,Non-Rush Hour,Weekday,Cold,1.0986122886681096
1344,2011-03-01,Spring,0,3,6,0,2,1,1,0.2,0.59,0.2985,0,46,46,Non-Rush Hour,Weekday,Cold,3.8501476017100584
1345,2011-03-01,Spring,0,3,7,0,2,1,1,0.2,0.59,0.3284,2,105,107,Rush Hour,Weekday,Cold,4.68213122712422
1346,2011-03-01,Spring,0,3,8,0,2,1,1,0.2,0.59,0.3881,10,204,214,Rush Hour,Weekday,Cold,5.3706380281276624
1347,2011-03-01,Spring,0,3,9,0,2,1,1,0.22,0.55,0.4179,8,116,124,Rush Hour,Weekday,Cold,4.8283137373023015
1348,2011-03-01,Spring,0,3,10,0,2,1,1,0.24,0.52,0.2836,13,55,68,Non-Rush Hour,Weekday,Cold,4.23410650459726
1349,2011-03-01,Spring,0,3,11,0,2,1,1,0.28,0.45,0.2537,8,48,56,Non-Rush Hour,Weekday,Cold,4.04305126783455
1350,2011-03-01,Spring,0,3,12,0,2,1,1,0.3,0.39,0.1343,6,80,86,Non-Rush Hour,Weekday,Cold,4.465908118654584
1351,2011-03-01,Spring,0,3,13,0,2,1,1,0.32,0.39,0.194,13,65,78,Non-Rush Hour,Weekday,Mild,4.3694478524670215
1352,2011-03-01,Spring,0,3,14,0,2,1,1,0.32,0.36,0.1343,18,61,79,Non-Rush Hour,Weekday,Mild,4.382026634673881
1353,2011-03-01,Spring,0,3,15,0,2,1,1,0.34,0.34,0.194,7,57,64,Non-Rush Hour,Weekday,Mild,4.174387269895637
1354,2011-03-01,Spring,0,3,16,0,2,1,1,0.34,0.34,0.0896,10,92,102,Rush Hour,Weekday,Mild,4.634728988229636
1355,2011-03-01,Spring,0,3,17,0,2,1,1,0.34,0.34,0.0896,12,230,242,Rush Hour,Weekday,Mild,5.493061443340548
1356,2011-03-01,Spring,0,3,18,0,2,1,1,0.32,0.39,0.194,10,214,224,Rush Hour,Weekday,Mild,5.41610040220442
1357,2011-03-01,Spring,0,3,19,0,2,1,1,0.3,0.49,0.1343,4,115,119,Rush Hour,Weekday,Cold,4.787491742782046
1358,2011-03-01,Spring,0,3,20,0,2,1,1,0.3,0.61,0.0896,2,86,88,Non-Rush Hour,Weekday,Cold,4.48863636973214
1359,2011-03-01,Spring,0,3,21,0,2,1,1,0.26,0.56,0.194,8,55,63,Non-Rush Hour,Weekday,Cold,4.1588830833596715
1360,2011-03-01,Spring,0,3,22,0,2,1,1,0.24,0.62,0.1045,3,44,47,Non-Rush Hour,Weekday,Cold,3.8712010109078907
1361,2011-03-01,Spring,0,3,23,0,2,1,1,0.24,0.65,0.2239,2,23,25,Non-Rush Hour,Weekday,Cold,3.258096538021482
1362,2011-03-02,Spring,0,3,0,0,3,1,1,0.22,0.69,0.1642,3,5,8,Non-Rush Hour,Weekday,Cold,2.1972245773362196
1363,2011-03-02,Spring,0,3,1,0,3,1,1,0.22,0.69,0.194,0,4,4,Non-Rush Hour,Weekday,Cold,1.6094379124341003
1364,2011-03-02,Spring,0,3,2,0,3,1,1,0.22,0.69,0.194,0,2,2,Non-Rush Hour,Weekday,Cold,1.0986122886681096
1365,2011-03-02,Spring,0,3,3,0,3,1,1,0.22,0.69,0.2836,3,1,4,Non-Rush Hour,Weekday,Cold,1.6094379124341003
1366,2011-03-02,Spring,0,3,4,0,3,1,1,0.2,0.75,0.1343,1,0,1,Non-Rush Hour,Weekday,Cold,0.6931471805599453
1367,2011-03-02,Spring,0,3,5,0,3,1,1,0.22,0.69,0.2239,0,5,5,Non-Rush Hour,Weekday,Cold,1.791759469228055
1368,2011-03-02,Spring,0,3,6,0,3,1,1,0.22,0.55,0.2537,1,39,40,Non-Rush Hour,Weekday,Cold,3.713572066704308
1369,2011-03-02,Spring,0,3,7,0,3,1,1,0.22,0.64,0.2537,2,108,110,Rush Hour,Weekday,Cold,4.709530201312334
1370,2011-03-02,Spring,0,3,8,0,3,1,1,0.24,0.65,0.2836,13,243,256,Rush Hour,Weekday,Cold,5.54907608489522
1371,2011-03-02,Spring,0,3,9,0,3,1,1,0.28,0.56,0.2985,7,141,148,Rush Hour,Weekday,Cold,5.003946305945459
1372,2011-03-02,Spring,0,3,10,0,3,1,1,0.32,0.49,0.2836,11,65,76,Non-Rush Hour,Weekday,Mild,4.343805421853684
1373,2011-03-02,Spring,0,3,11,0,3,1,1,0.34,0.53,0.3284,8,65,73,Non-Rush Hour,Weekday,Mild,4.304065093204169
1374,2011-03-02,Spring,0,3,12,0,3,1,1,0.4,0.43,0.194,20,62,82,Non-Rush Hour,Weekday,Mild,4.418840607796598
1375,2011-03-02,Spring,0,3,13,0,3,1,1,0.5,0.25,0.194,35,90,125,Non-Rush Hour,Weekday,Mild,4.836281906951478
1376,2011-03-02,Spring,0,3,14,0,3,1,1,0.52,0.23,0.2985,21,75,96,Non-Rush Hour,Weekday,Mild,4.574710978503383
1377,2011-03-02,Spring,0,3,15,0,3,1,1,0.54,0.19,0.4179,19,91,110,Non-Rush Hour,Weekday,Mild,4.709530201312334
1378,2011-03-02,Spring,0,3,16,0,3,1,1,0.54,0.19,0.3284,27,112,139,Rush Hour,Weekday,Mild,4.941642422609304
1379,2011-03-02,Spring,0,3,17,0,3,1,1,0.5,0.23,0.2836,30,238,268,Rush Hour,Weekday,Mild,5.594711379601839
1380,2011-03-02,Spring,0,3,18,0,3,1,1,0.46,0.23,0.4925,8,193,201,Rush Hour,Weekday,Mild,5.308267697401205
1381,2011-03-02,Spring,0,3,19,0,3,1,1,0.4,0.28,0.5224,6,144,150,Rush Hour,Weekday,Mild,5.017279836814924
1382,2011-03-02,Spring,0,3,20,0,3,1,1,0.36,0.29,0.4179,9,86,95,Non-Rush Hour,Weekday,Mild,4.564348191467836
1383,2011-03-02,Spring,0,3,21,0,3,1,1,0.34,0.29,0.4627,3,68,71,Non-Rush Hour,Weekday,Mild,4.276666119016055
1384,2011-03-02,Spring,0,3,22,0,3,1,1,0.3,0.26,0.5522,4,44,48,Non-Rush Hour,Weekday,Cold,3.8918202981106265
1385,2011-03-02,Spring,0,3,23,0,3,1,1,0.26,0.3,0.5224,0,22,22,Non-Rush Hour,Weekday,Cold,3.1354942159291497
1386,2011-03-03,Spring,0,3,0,0,4,1,1,0.24,0.3,0.4627,3,10,13,Non-Rush Hour,Weekday,Cold,2.639057329615259
1387,2011-03-03,Spring,0,3,1,0,4,1,1,0.24,0.3,0.4627,0,1,1,Non-Rush Hour,Weekday,Cold,0.6931471805599453
1388,2011-03-03,Spring,0,3,2,0,4,1,1,0.2,0.27,0.4627,1,2,3,Non-Rush Hour,Weekday,Cold,1.3862943611198906
1389,2011-03-03,Spring,0,3,3,0,4,1,1,0.2,0.27,0.4627,0,1,1,Non-Rush Hour,Weekday,Cold,0.6931471805599453
1390,2011-03-03,Spring,0,3,4,0,4,1,1,0.16,0.31,0.4925,0,1,1,Non-Rush Hour,Weekday,Cold,0.6931471805599453
1391,2011-03-03,Spring,0,3,5,0,4,1,1,0.14,0.33,0.2985,1,7,8,Non-Rush Hour,Weekday,Cold,2.1972245773362196
1392,2011-03-03,Spring,0,3,6,0,4,1,1,0.14,0.33,0.2985,1,34,35,Non-Rush Hour,Weekday,Cold,3.58351893845611
1393,2011-03-03,Spring,0,3,7,0,4,1,1,0.12,0.42,0.4179,1,110,111,Rush Hour,Weekday,Cold,4.718498871295094
1394,2011-03-03,Spring,0,3,8,0,4,1,1,0.14,0.39,0.2985,4,216,220,Rush Hour,Weekday,Cold,5.3981627015177525
1395,2011-03-03,Spring,0,3,9,0,4,1,1,0.16,0.37,0.2836,10,135,145,Rush Hour,Weekday,Cold,4.983606621708336
1396,2011-03-03,Spring,0,3,10,0,4,1,1,0.18,0.29,0.194,7,49,56,Non-Rush Hour,Weekday,Cold,4.04305126783455
1397,2011-03-03,Spring,0,3,11,0,4,1,1,0.2,0.29,0.0896,10,40,50,Non-Rush Hour,Weekday,Cold,3.9318256327243257
1398,2011-03-03,Spring,0,3,12,0,4,1,1,0.22,0.25,0.1343,7,65,72,Non-Rush Hour,Weekday,Cold,4.290459441148391
1399,2011-03-03,Spring,0,3,13,0,4,1,1,0.22,0.25,0.0896,13,67,80,Non-Rush Hour,Weekday,Cold,4.394449154672439
1400,2011-03-03,Spring,0,3,14,0,4,1,1,0.24,0.21,0.1045,18,60,78,Non-Rush Hour,Weekday,Cold,4.3694478524670215
1401,2011-03-03,Spring,0,3,15,0,4,1,1,0.24,0.23,0.194,6,62,68,Non-Rush Hour,Weekday,Cold,4.23410650459726
1402,2011-03-03,Spring,0,3,16,0,4,1,1,0.26,0.23,0.194,6,65,71,Rush Hour,Weekday,Cold,4.276666119016055
1403,2011-03-03,Spring,0,3,17,0,4,1,1,0.26,0.22,0.194,17,185,202,Rush Hour,Weekday,Cold,5.313205979041787
1404,2011-03-03,Spring,0,3,18,0,4,1,1,0.24,0.35,0.3284,6,161,167,Rush Hour,Weekday,Cold,5.123963979403259
1405,2011-03-03,Spring,0,3,19,0,4,1,1,0.2,0.4,0.2537,5,101,106,Rush Hour,Weekday,Cold,4.672828834461906
1406,2011-03-03,Spring,0,3,20,0,4,1,1,0.2,0.4,0.0896,1,69,70,Non-Rush Hour,Weekday,Cold,4.2626798770413155
1407,2011-03-03,Spring,0,3,21,0,4,1,1,0.18,0.4,0.1045,3,48,51,Non-Rush Hour,Weekday,Cold,3.9512437185814275
1408,2011-03-03,Spring,0,3,22,0,4,1,1,0.2,0.4,0.194,3,50,53,Non-Rush Hour,Weekday,Cold,3.9889840465642745
1409,2011-03-03,Spring,0,3,23,0,4,1,2,0.18,0.43,0.0896,0,23,23,Non-Rush Hour,Weekday,Cold,3.1780538303479458
1410,2011-03-04,Spring,0,3,0,0,5,1,2,0.2,0.55,0.194,0,12,12,Non-Rush Hour,Weekday,Cold,2.5649493574615367
1411,2011-03-04,Spring,0,3,1,0,5,1,2,0.18,0.64,0.194,0,4,4,Non-Rush Hour,Weekday,Cold,1.6094379124341003
1412,2011-03-04,Spring,0,3,2,0,5,1,2,0.18,0.64,0.194,0,2,2,Non-Rush Hour,Weekday,Cold,1.0986122886681096
1413,2011-03-04,Spring,0,3,3,0,5,1,2,0.18,0.74,0.2537,0,1,1,Non-Rush Hour,Weekday,Cold,0.6931471805599453
1414,2011-03-04,Spring,0,3,4,0,5,1,2,0.18,0.74,0.194,1,0,1,Non-Rush Hour,Weekday,Cold,0.6931471805599453
1415,2011-03-04,Spring,0,3,5,0,5,1,2,0.16,0.74,0.1343,0,7,7,Non-Rush Hour,Weekday,Cold,2.0794415416798357
1416,2011-03-04,Spring,0,3,6,0,5,1,2,0.16,0.74,0.0896,1,28,29,Non-Rush Hour,Weekday,Cold,3.4011973816621555
1417,2011-03-04,Spring,0,3,7,0,5,1,1,0.16,0.8,0.1343,0,83,83,Rush Hour,Weekday,Cold,4.430816798843313
1418,2011-03-04,Spring,0,3,8,0,5,1,1,0.18,0.74,0.1343,6,222,228,Rush Hour,Weekday,Cold,5.43372200355424
1419,2011-03-04,Spring,0,3,9,0,5,1,1,0.22,0.6,0.1343,12,138,150,Rush Hour,Weekday,Cold,5.017279836814924
1420,2011-03-04,Spring,0,3,10,0,5,1,1,0.24,0.6,0.2537,10,56,66,Non-Rush Hour,Weekday,Cold,4.204692619390966
1421,2011-03-04,Spring,0,3,11,0,5,1,1,0.28,0.52,0.2239,16,73,89,Non-Rush Hour,Weekday,Cold,4.499809670330265
1422,2011-03-04,Spring,0,3,12,0,5,1,1,0.32,0.43,0.1642,10,87,97,Non-Rush Hour,Weekday,Mild,4.584967478670572
1423,2011-03-04,Spring,0,3,13,0,5,1,1,0.34,0.42,0.2239,13,74,87,Non-Rush Hour,Weekday,Mild,4.477336814478207
1424,2011-03-04,Spring,0,3,14,0,5,1,1,0.36,0.4,0.2836,30,65,95,Non-Rush Hour,Weekday,Mild,4.564348191467836
1425,2011-03-04,Spring,0,3,15,0,5,1,1,0.36,0.4,0.2985,31,75,106,Non-Rush Hour,Weekday,Mild,4.672828834461906
1426,2011-03-04,Spring,0,3,16,0,5,1,1,0.36,0.46,0.194,17,101,118,Rush Hour,Weekday,Mild,4.77912349311153
1427,2011-03-04,Spring,0,3,17,0,5,1,2,0.36,0.5,0.2537,22,206,228,Rush Hour,Weekday,Mild,5.43372200355424
1428,2011-03-04,Spring,0,3,18,0,5,1,2,0.34,0.53,0.2985,15,172,187,Rush Hour,Weekday,Mild,5.236441962829949
1429,2011-03-04,Spring,0,3,19,0,5,1,1,0.32,0.61,0.2537,5,102,107,Rush Hour,Weekday,Mild,4.68213122712422
1430,2011-03-04,Spring,0,3,20,0,5,1,2,0.3,0.7,0.194,9,78,87,Non-Rush Hour,Weekday,Cold,4.477336814478207
1431,2011-03-04,Spring,0,3,21,0,5,1,2,0.3,0.7,0.2239,6,64,70,Non-Rush Hour,Weekday,Cold,4.2626798770413155
1432,2011-03-04,Spring,0,3,22,0,5,1,1,0.3,0.7,0.194,4,40,44,Non-Rush Hour,Weekday,Cold,3.8066624897703196
1433,2011-03-04,Spring,0,3,23,0,5,1,2,0.3,0.75,0.1642,6,40,46,Non-Rush Hour,Weekday,Cold,3.8501476017100584
1434,2011-03-05,Spring,0,3,0,0,6,0,2,0.28,0.81,0.1045,4,15,19,Non-Rush Hour,Weekend,Cold,2.995732273553991
1435,2011-03-05,Spring,0,3,1,0,6,0,2,0.3,0.81,0.1045,5,20,25,Non-Rush Hour,Weekend,Cold,3.258096538021482
1436,2011-03-05,Spring,0,3,2,0,6,0,2,0.3,0.87,0.194,5,15,20,Non-Rush Hour,Weekend,Cold,3.044522437723423
1437,2011-03-05,Spring,0,3,3,0,6,0,2,0.3,0.87,0.194,0,2,2,Non-Rush Hour,Weekend,Cold,1.0986122886681096
1438,2011-03-05,Spring,0,3,4,0,6,0,2,0.3,0.93,0.1642,0,1,1,Non-Rush Hour,Weekend,Cold,0.6931471805599453
1439,2011-03-05,Spring,0,3,5,0,6,0,2,0.3,1.0,0.1343,0,3,3,Non-Rush Hour,Weekend,Cold,1.3862943611198906
1440,2011-03-05,Spring,0,3,6,0,6,0,2,0.3,1.0,0.2239,1,3,4,Non-Rush Hour,Weekend,Cold,1.6094379124341003
1441,2011-03-05,Spring,0,3,7,0,6,0,2,0.3,1.0,0.2985,5,10,15,Rush Hour,Weekend,Cold,2.772588722239781
1442,2011-03-05,Spring,0,3,8,0,6,0,2,0.3,1.0,0.2985,11,34,45,Rush Hour,Weekend,Cold,3.828641396489095
1443,2011-03-05,Spring,0,3,9,0,6,0,2,0.32,0.93,0.2239,15,48,63,Rush Hour,Weekend,Mild,4.1588830833596715
1444,2011-03-05,Spring,0,3,10,0,6,0,2,0.34,0.93,0.194,34,69,103,Non-Rush Hour,Weekend,Mild,4.6443908991413725
1445,2011-03-05,Spring,0,3,11,0,6,0,2,0.4,0.76,0.2239,43,116,159,Non-Rush Hour,Weekend,Mild,5.075173815233827
1446,2011-03-05,Spring,0,3,12,0,6,0,2,0.44,0.67,0.2537,46,121,167,Non-Rush Hour,Weekend,Mild,5.123963979403259
1447,2011-03-05,Spring,0,3,13,0,6,0,2,0.46,0.67,0.2836,60,130,190,Non-Rush Hour,Weekend,Mild,5.25227342804663
1448,2011-03-05,Spring,0,3,14,0,6,0,2,0.48,0.59,0.2836,80,118,198,Non-Rush Hour,Weekend,Mild,5.293304824724492
1449,2011-03-05,Spring,0,3,15,0,6,0,2,0.46,0.63,0.2985,83,122,205,Non-Rush Hour,Weekend,Mild,5.327876168789581
1450,2011-03-05,Spring,0,3,16,0,6,0,2,0.48,0.59,0.2985,74,130,204,Rush Hour,Weekend,Mild,5.3230099791384085
1451,2011-03-05,Spring,0,3,17,0,6,0,2,0.48,0.59,0.3582,60,104,164,Rush Hour,Weekend,Mild,5.10594547390058
1452,2011-03-05,Spring,0,3,18,0,6,0,2,0.48,0.59,0.3284,37,115,152,Rush Hour,Weekend,Mild,5.030437921392435
1453,2011-03-05,Spring,0,3,19,0,6,0,2,0.46,0.67,0.3284,27,62,89,Rush Hour,Weekend,Mild,4.499809670330265
1454,2011-03-05,Spring,0,3,20,0,6,0,2,0.44,0.77,0.3284,12,58,70,Non-Rush Hour,Weekend,Mild,4.2626798770413155
1455,2011-03-05,Spring,0,3,21,0,6,0,2,0.44,0.72,0.3284,12,60,72,Non-Rush Hour,Weekend,Mild,4.290459441148391
1456,2011-03-05,Spring,0,3,22,0,6,0,2,0.42,0.77,0.2985,16,47,63,Non-Rush Hour,Weekend,Mild,4.1588830833596715
1457,2011-03-05,Spring,0,3,23,0,6,0,2,0.44,0.77,0.2985,10,34,44,Non-Rush Hour,Weekend,Mild,3.8066624897703196
1458,2011-03-06,Spring,0,3,0,0,0,0,2,0.42,0.77,0.3582,11,41,52,Non-Rush Hour,Weekend,Mild,3.970291913552122
1459,2011-03-06,Spring,0,3,1,0,0,0,2,0.42,0.77,0.2836,12,27,39,Non-Rush Hour,Weekend,Mild,3.6888794541139363
1460,2011-03-06,Spring,0,3,2,0,0,0,2,0.4,0.82,0.2836,5,27,32,Non-Rush Hour,Weekend,Mild,3.4965075614664802
1461,2011-03-06,Spring,0,3,3,0,0,0,2,0.42,0.82,0.2985,2,9,11,Non-Rush Hour,Weekend,Mild,2.4849066497880004
1462,2011-03-06,Spring,0,3,4,0,0,0,2,0.42,0.88,0.3582,0,3,3,Non-Rush Hour,Weekend,Mild,1.3862943611198906
1463,2011-03-06,Spring,0,3,6,0,0,0,2,0.42,0.94,0.3582,1,1,2,Non-Rush Hour,Weekend,Mild,1.0986122886681096
1464,2011-03-06,Spring,0,3,7,0,0,0,3,0.42,1.0,0.4478,0,5,5,Rush Hour,Weekend,Mild,1.791759469228055
1465,2011-03-06,Spring,0,3,8,0,0,0,2,0.4,1.0,0.2985,1,8,9,Rush Hour,Weekend,Mild,2.302585092994046
1466,2011-03-06,Spring,0,3,9,0,0,0,2,0.42,1.0,0.2836,4,18,22,Rush Hour,Weekend,Mild,3.1354942159291497
1467,2011-03-06,Spring,0,3,10,0,0,0,2,0.42,1.0,0.2985,4,27,31,Non-Rush Hour,Weekend,Mild,3.4657359027997265
1468,2011-03-06,Spring,0,3,11,0,0,0,2,0.42,1.0,0.2239,18,44,62,Non-Rush Hour,Weekend,Mild,4.143134726391533
1469,2011-03-06,Spring,0,3,12,0,0,0,2,0.46,0.94,0.3284,10,69,79,Non-Rush Hour,Weekend,Mild,4.382026634673881
1470,2011-03-06,Spring,0,3,13,0,0,0,2,0.46,0.94,0.3582,22,83,105,Non-Rush Hour,Weekend,Mild,4.663439094112067
1471,2011-03-06,Spring,0,3,14,0,0,0,3,0.44,1.0,0.2239,12,27,39,Non-Rush Hour,Weekend,Mild,3.6888794541139363
1472,2011-03-06,Spring,0,3,15,0,0,0,3,0.44,1.0,0.2239,3,4,7,Non-Rush Hour,Weekend,Mild,2.0794415416798357
1473,2011-03-06,Spring,0,3,16,0,0,0,3,0.36,1.0,0.2836,3,8,11,Rush Hour,Weekend,Mild,2.4849066497880004
